MonthYear,Percent
200601,0.001
200602,0.002
200603,0.003
200604,0.001
200605,0.0
200606,0.002
200607,0.003
200608,0.003
200609,0.0
200610,0.002
200611,0.001
200612,0.002
200701,0.003
200702,0.006
200703,0.004
200704,0.002
200705,0.0
200706,0.005
200707,0.002
200708,0.0
200709,0.001
200710,0.0
200711,0.002
200712,0.002
200801,0.0
200802,0.006999999999999999
200803,0.001
200804,0.002
200805,0.001
200806,0.002
200807,0.0
200808,0.0
200809,0.0
200810,0.0
200811,0.003
200812,0.002
200901,0.001
200902,0.001
200903,0.001
200904,0.002
200905,0.001
200906,0.0
200907,0.0
200908,0.001
200909,0.001
200910,0.0
200911,0.001
200912,0.0
201001,0.001
201002,0.0
201003,0.002
201004,0.004
201005,0.008
201006,0.0
201007,0.0
201008,0.0
201009,0.0
201010,0.0
201011,0.0
201012,0.001
201101,0.008
201102,0.003
201103,0.001
201104,0.0
201105,0.002
201106,0.0
201107,0.0
201108,0.001
201109,0.0
201110,0.0
201111,0.0
201112,0.0
201201,0.001
201202,0.0
201203,0.0
201204,0.0
201205,0.001
201206,0.0
201207,0.0
201208,0.0
201209,0.0
201210,0.001
201211,0.001
201212,0.0
201301,0.0
201302,0.0
201303,0.0
201304,0.0
201305,0.0
201306,0.0
201309,0.0
201310,0.0
201311,0.002
201312,0.0
201401,0.0
201402,0.0
201403,0.0
201404,0.0
201405,0.001
201406,0.001
201407,0.001
201408,0.0
201409,0.0
201410,0.0
201411,0.0
201412,0.0
199704,0.002
199705,0.001
199706,0.002
199707,0.001
199708,0.0
199709,0.001
199710,0.002
199711,0.002
199712,0.002
199801,0.0
199802,0.003
199803,0.004
199804,0.002
199805,0.001
199806,0.001
199808,0.0
199810,0.001
199811,0.004
199812,0.0
199901,0.003
199902,0.006
199903,0.006999999999999999
199904,0.004
199905,0.003
199906,0.0
199907,0.003
199908,0.001
199909,0.0
199910,0.002
199911,0.002
199912,0.001
200001,0.003
200002,0.003
200003,0.002
200004,0.005
200005,0.001
200006,0.001
200007,0.003
200009,0.002
200010,0.006
200011,0.004
200012,0.003
200101,0.004
200102,0.004
200103,0.003
200104,0.003
200105,0.001
200106,0.001
200107,0.0
200108,0.003
200109,0.001
200110,0.002
200111,0.001
200112,0.001
200201,0.0
200202,0.003
200204,0.006999999999999999
200205,0.005
200206,0.0
200207,0.0
200208,0.001
200209,0.003
200210,0.001
200211,0.001
200212,0.002
200301,0.0
200302,0.005
200303,0.006999999999999999
200304,0.006999999999999999
200305,0.0
200306,0.0
200307,0.0
200308,0.002
200309,0.001
200310,0.001
200311,0.001
200312,0.002
200401,0.0
200402,0.006
200403,0.003
200404,0.019
200405,0.008
200406,0.008
200407,0.005
200408,0.006
200409,0.01
200410,0.003
200411,0.004
200412,0.002
200501,0.002
200502,0.001
200503,0.004
200504,0.003
200505,0.0
200506,0.002
200507,0.003
200508,0.002
200509,0.001
200510,0.0
200511,0.006
200512,0.001
200601,0.002
200602,0.001
200603,0.001
200604,0.002
200605,0.001
200606,0.001
200607,0.0
200609,0.0
200610,0.001
200611,0.0
200612,0.001
200701,0.004
200702,0.0
200703,0.001
200704,0.001
200705,0.004
200706,0.0
200707,0.001
200708,0.0
200709,0.001
200710,0.001
200711,0.001
200712,0.0
200801,0.001
200802,0.01
200803,0.01
200804,0.006
200805,0.0
200806,0.0
200807,0.0
200808,0.001
200809,0.001
200810,0.0
200811,0.002
200812,0.001
200901,0.001
200902,0.003
200903,0.0
200904,0.002
200905,0.001
200906,0.002
200907,0.001
200908,0.0
200909,0.005
200910,0.009000000000000001
200911,0.001
200912,0.002
201001,0.002
201002,0.001
201003,0.003
201004,0.006
201005,0.001
201006,0.002
201007,0.001
201008,0.001
201009,0.002
201010,0.001
201011,0.004
201012,0.002
201101,0.002
201102,0.004
201103,0.01
201104,0.006999999999999999
201105,0.002
201106,0.003
201107,0.001
201108,0.002
201109,0.003
201110,0.003
201111,0.002
201112,0.003
201201,0.003
201202,0.003
201203,0.004
201204,0.006
201205,0.003
201206,0.001
201207,0.002
201208,0.001
201209,0.009000000000000001
201210,0.001
201211,0.002
201212,0.001
201301,0.006
201302,0.018000000000000002
201303,0.01
201304,0.009000000000000001
201305,0.01
201306,0.004
201307,0.006
201308,0.003
201309,0.004
201310,0.003
201311,0.003
201312,0.006
201401,0.004
201402,0.005
201403,0.006
201404,0.005
201405,0.001
201406,0.002
201407,0.001
201408,0.001
201409,0.002
201410,0.003
201411,0.001
201412,0.003
200002,0.002
200810,0.0
200911,0.0
201112,0.0
201201,0.0
201207,0.0
201304,0.0
199704,0.0
199705,0.001
199706,0.0
199708,0.001
199709,0.0
199710,0.002
199711,0.001
199712,0.0
199802,0.002
199803,0.0
199804,0.0
199805,0.0
199806,0.0
199807,0.001
199808,0.005
199809,0.001
199810,0.0
199811,0.0
199812,0.002
199901,0.002
199903,0.001
199904,0.005
199905,0.0
199907,0.002
199908,0.003
199909,0.001
199910,0.001
199911,0.001
199912,0.001
200001,0.0
200002,0.004
200003,0.005
200004,0.001
200005,0.001
200006,0.001
200007,0.002
200008,0.002
200009,0.003
200010,0.001
200011,0.001
200012,0.0
200101,0.003
200102,0.002
200103,0.003
200104,0.004
200105,0.002
200106,0.002
